Order,Original,文字数,Translation (English)
58,"据外媒报道，因跳水池池水从蓝变绿，里约奥运“绿池”事件近日备受外界关注。
然而，10日早晨，与跳水池相邻的水球比赛池的水也变成了绿色。
澳大利亚水球选手赛后表示他的眼睛感到刺痛，想流眼泪。
此前，里约奥运官方人员确认了池水变绿的情况，并表示池水变色是由于碱性变弱的原因，不会影响运动员身体健康。
但是澳大利亚运动员在与日本代表队在水球池进行比赛获得胜利之后表示，眼睛感到刺痛。
最早在跳水池池水变绿后，比赛主办方在9日晚加班处理跳水池的问题，但在10日早晨发现水球池颜色也迅速发生变化。
澳大利亚队与日本队比赛期间，水球池的环境条件逐步恶化，但官方强调他们会在11日将两个泳池的水质恢复到原来的颜色。
里约奥运会发言人安德拉达(Mario Andrada)表示：“昨天午后，跳水池中的水碱性程度首先变弱。”
“我们了解了一系列可能会引发池水变色的原因以及水质的含碱度。”
水上运动中心对水质进行了一系列检测，数百名潜水员及游泳者使用了泳池可以确定水质条件达到标准。”
“这些天我们一直走正常程序，但我们可能忽略了运动员越多可能对水质的带来影响。”
“但水颜色发生变化肯定对身体健康，特别是对运动员是没有影响的。”
“这个独立的团队确认了我们的评估，也肯定了我们将泳池恢复正常颜色及正常的化学状态所采取的措施。”
“我们本来希望早晨泳池就能恢复正常颜色，但是由于下雨所以恢复的速度受到了影响。”",596,"According to foreign media reports, the Olympic Green Pool incident has received much attention recently due to the water of the diving pool changing from blue to green.
On the morning of the 10th, the pool for water polo next to the diving pool also turned green.
Australian Water Polo players said after the game that his eyes were stinging and was teary.
The officials of the Rio Olympics confirmed earlier that the water in the pool turned green, and said that the discoloration of the pool water was due to weaker alkaline conditions and would not affect the physical health of the athletes.
However, Australian athletes said after winning the match against the Japanese team in the water polo pool, they felt a tingling pain in their eyes.
When the diving pool first turned green, the organizers worked overtime on the 9th to resolve the issue at the diving pool. However, in the early morning of the 10th, they discovered that the pool for water polo had suddenly turned green.
The conditions of the water polo pool got worse during the match between Australia and Japan. Officials stressed that they will restore the water quality of the two pools to their original colors on the 11th.
Mario Andrada, a spokesman for the Rio Olympic Games, said ""The alkaline level of water in the diving pool weakened first yesterday afternoon.""
""We understand that one of the reasons that affect water quality and color is the alkalinity of water.""
The water sports center conducted a series of tests on water quality. Hundreds of divers and swimmers used the swimming pool to determine if the water quality condition meets the standards. ”
""We have followed normal procedures in the last few days but we may have overlooked that the usage of the pool by more athletes could affect the water quality.""
""But we can say that the discoloration is not a health concern and will especially not affect the athletes.""
""This independent team confirmed our assessment and affirmed our measures to restore the pool to normal colors and normal chemical conditions.""
""We had hoped to restore the pool to its original color in the morning but the work was slowed down due to the rain.""
"
34,"在老宅新生和成功乡创的案例中，何培均做了很好的示范：传承一间百年古宅，同时也讲述一块土地的传承故事。
如今，每年平均有10万人次会聚到竹山，或是带来各种各样的创意，或是寻求内心的宁静。
其实，乡村和城市的关系应该是相互陪伴，就像母亲和孩子一样，没有强弱之分，没有需要谁来统治谁，应该是很温暖的。
乡村开发没有什么固定的模式，但靠乡村自发的改变难乎其难，最重要的一点应该是让对的人到乡村去。",194,"Among the examples of restoring an old township, He Peijun set a good example by inheriting a hundred-year old house and also telling how the land was passed down.
Today, an average of 100,000 people come to Zhushan each year, to look for innovation or seek inner peace.
In fact, the relationship between the countryside and the city should be in harmony like mothers and children. There should be no division of strength and weakness and no need to be governed by others. It should be a mutual relationship that is heartwarming.
There is no fixed template for rural development but it is difficult for the township to take on the change itself. The most important point is probably having the right person go to the township."
82,"央行对支付宝等27家非银行机构支付业务许可证续展5年
为整合业务资源，发挥规模效应，提高监管效率，本次续展对拟合并《支付业务许可证》的支付机构，相应调整其业务范围。
被合并支付机构应于公告之日起6个月内完成支付业务承接工作。
中国人民银行将在业务承接工作完成后，办理相关《支付业务许可证》的注销、换发事宜。
因部分支付机构存在业务严重违规、业务停滞萎缩或主动申请终止业务类型等情形，本次续展调减其业务范围。
相关机构应于公告之日起6个月内按要求有序停止开展相关支付业务。
中国人民银行将继续依法、审慎开展《支付业务许可证》续展工作。",266,"The central bank renewed the payment of business licenses for 27 non-banking institutions such as Alipay for 5 years.
In order to integrate business resources, utilize economies of scale, and improve the efficiency of management, this renewal will adjust the scope of business of the payment agencies that fit the “Payment Business License” accordingly.
The merged institution shall complete the payment transactions within six months from the date of the announcement.
The People's Bank of China will handle the cancellation and re-issuance of related ""Payment Business Licenses"" after the completion of the business.
The business scope of this renewal is reduced due to major business irregularities in some payment institutions, shrinking business scale, or voluntary application for termination of business types,
The relevant organization shall suspend the related payment business in an orderly manner within six months from the date of the announcement.
The People's Bank of China will continue to carry out the renewal of the ""Payment Business License"" in accordance with the law."
120,"据媒体披露，由于此前资本大规模涌入互联网医药，造成目前产品同质化的问题严重，投资热潮渐退，资本进入观望期。
另据香港艾力彼医院管理研究中心数据显示，创业一年内的互联网医疗公司大量死亡，约20%的初创互联网医疗企业已不复存在。
然而，就在大部分互联网医疗企业挣扎在A轮或B轮的融资路上的时候，有几家细分领域领先企业仍能获得资本热捧。
看来，互联网医疗创业断不可“一窝蜂”，而是要看准市场需求，沉得下心做专，做深。
鱼跃出资1200.00万元，占注册资本的40%，九州通器械公司出资1800.00万元，占注册资本的60%。
近年来，随着国家在医疗信息化方面的政策支持，电子化、集成化的供应链管理系统逐步进入各级医院。
此次鱼跃与九州通的合作正是瞄准了市场的需求，帮助医院搭建先进供应链管理系统，并以此为契机谋求更多合作。
与很多互联网医疗公司贪大求全不同，iBaby从最初就专注于互联网产科垂直领域，深耕孕妈和医生两端。
孕妈不仅可以免费24小时和一对一的主管医生问诊，还可以付费定向寻医问诊。
而在医生端，iBaby通过采取组织专家给基层医生开展在线讲座、同行交流、病例讨论等微讲座的形式，打破地域限制。
目前医生端开设三个板块，分别为医生继续教育、医生社交和医生求助。
提供包括在线学习、病例讨论、学术交流；同医院、同科室医生之间社交平台；医患关系或个人生活所需要的法律援助、创业支持等服务内容。
据媒体报道，CEO王磊近日表示阿里健康“愿意沉下心来”拿下健康大数据。
互联网公司、数据公司缺少专业性，在同一词条上的书写方法上都达不到统一。
阿里目前在医疗健康领域的布局分为三块，分别是阿里健康、天猫医药馆和支付宝未来医院。
王磊坦言，医疗健康创业会比其他行业要难，“这不仅仅是有多少钱的事情，还要沉得下心，耐得住寂寞慢慢去做。”",765,"According to media reports, due to the large surge of capital into IOMT (internet of medical things), which resulted in a serious issue of product consistency. With the investment boom slowing down, investments have entered a wait-and-see period.
According to data from the Hong Kong Alec Hospital Management Research Center, a large number of venture IOMT companies have gone out of business within a year of starting, and about 20% of them have disappeared.
However, just as most of the IOMT companies struggled in the A or B round of financing, there were several leading companies in the niche areas who were still able to obtain sufficient capital.
From this observation, one can say that these IOMT cannot ""simply all come about doing the same thing"", but to watch the market demand and do their due diligence.
Jiangsu Yuyue Mdcl Eqpmnt & Spply Co Ltd. invested 120 million yuan, accounting for 40% of the registered capital, and Jiuzhou Tongji Machinery Co., Ltd. invested 180 million yuan, accounting for 60% of the registered capital.
In recent years, the digitalized and integrated supply chain management system is slowly being utilized in various levels of hospitals thanks to country's support in the form of policies on the information of IOMT.
The cooperation between Jiangsu Yuyue Mdcl Eqpmnt & Spply Co Ltd. and Jiuzhou Tongji Machinery Co., Ltd. targets the market demands, supports hospitals implement advanced supply chain management systems and use this as an opportunity to seek further collaboration.
Unlike many IOMT companies, iBaby has been focusing on the vertical field of obstetrics for the Internet from the very beginning and has been working with both mothers and doctors.
""On a 24-hour basis, pregnant mothers can not only receive free one-on-one consultations with qualified doctors, and also receive paid medical diagnosis.""
From the doctor's side, iBaby allows them to provide lectures, communicate better with peers, discuss cases beyond the geographic barriers.
Currently, the doctors can set up three sections for doctors to continue their education, communicate with other doctors, and request help from doctors.
This provides business support for online learning, case discussions, academic exchanges; social networking with hospitals and doctors in the same department, and necessary legal support relating to doctor-patient relationship.
According to media reports, CEO Wang Lei recently stated that AliHealth ""has decided"" to compile the healthcare data.
Tech companies and data companies lack professionalism and cannot cooperate.
Alibaba's current presence in the healthcare industry is divided into three sections: AliHealth, Tmall Online Pharmacy, and Alipay's ""Future Hospital"" program.
Wang Lei admitted that business in the healthcare is more difficult than other industries. “It is not simply having enough money, but to be able to persevere and work step by step."""
60,"乌鲁木齐规范旅游散客市场经营秩序旅行社必须与游客签合同
眼下新疆已进入旅游旺季，为规范旅游散客市场经营秩序，乌鲁木齐市旅游执法支队联合市运管局执法支队昨天对散客市场存在的旅游用车不规范，旅行社与游客签订合同率低等问题进行查处。
昨天早上八点，在凯宾斯基酒店周围停了约10辆满载游客的大巴车，这些车辆大多都是前往天池一日游的散客团。
“你好，我是乌鲁木齐市旅游局的，你们跟这个旅行社签合同了嘛？”
乌鲁木齐市运管局执法支队工作人员余斌介绍：“异地旅游车还有班线车在乌鲁木齐市场经营旅游客运项目，没有从业资格。”
“超范围经营对这个处罚三到十万的罚款，驾驶员没有从业资格证是2000元的罚款。”
据了解，此前乌鲁木齐市旅游执法部门已对西公园、红山等旅游散客集中的地方进行了检查。
综合两次的检查情况，乌鲁木齐市旅游执法支队副支队长马琪说：“第一是安全，第二是规范，旅游车辆无小事，一旦出问题都是群伤群死。”
“我们和运管联合持续的对市场进行检查，规范旅行社用车行为保证游客安全。”",438,"Urumqi regulates the tourism industry and travel agencies must sign contracts with tourists.
It is now the tourist season in Xinjiang. In order to standardize the operation of the FIT (fully independaet traveler) market, the Urumqi Tourism Law Enforcement Detachment and the City Transport Administration Law Enforcement Detachment yesterday investigated the existence of non-standard tourism vehicles in the FIT market and the low rate of contracts signed between travel agencies and tourists.
At around 8 a.m. yesterday morning, there were about 10 buses loaded with tourists parked around the Kempinski Hotel. Most of these were private tours doing day trips to Tianchi.
""Hello, I am with the Urumqi Tourism Bureau. Did you sign a contract with this travel agency? ”
Yu Bin, a member of the Law Enforcement Detachment of the Transportation Management Bureau of Urumqi City, stated “There are travel buses in the Urumqi market that does not have a business license.”
""Penalty imposed for this is 30,000 to 100,000 yuan. A penalty for the driver for not having an operating license is 2,000 yuan.""
It is understood that the Urumqi Tourism Law Enforcement Department has been conducting inspections on places such as West Park, Hongshan, etc., where there is a concentration of tourists.
The two points of inspection as stated by Deputy Chief of the Urumqi Tourism Law Enforcement Detachment, Ma Qi, said ""The first is safety, and the second is regulation. Issues on tour buses cannot be overlooked as a problem could lead to dire accidents.""
""We and the transportation management group have continued to inspect the market and regulate the use of travel agencies to ensure the safety of tourists."""
62,"根据重庆市气象局门户网对各区县高温天气的统计，除酉阳外，我市其余各地都能领取到不同程度的高温津贴。
目前全国至少已有28个省份明确了津贴发放标准，不过各省市发放的标准并不一样，而重庆则是按高温工作日津贴的方式领取高温津贴。
35℃以上37℃以下的，按每人每天不低于10元标准发放；37℃以上的，按每人每天不低于15元标准发放。
40℃以上高温工作人员每月最多可领20元/天的津贴（劳动者已经依法享受高温作业岗位津贴的除外）。
按照这一标准，上个月高温天气天数最多的开州能领到330元，天数最少的城口则是80元，而酉阳最高温由于没达到高温标准外，所以没有高温津贴。
以往不少单位会以清凉饮品冲抵高温津贴，市安监局表示这种行径不合乎现行办法。
因高温天气停止工作、缩短工作时间的，用人单位不得扣除或降低劳动者工资。
市人社局表示，员工遇到高温下作业却没收到高温津贴的，可通过企业所在的劳动争议调解机构争取合法权益，或拨打12333投诉。
有用人单位拒不发放高温津贴的，劳动者可向用工所在地县级以上人力资源社会保障主管部门投诉。
同时由于高温津贴是工资的一部分，不是福利，要纳入工资总额、扣减个税。
因此高温津贴不在最低工资范围内，必须以现金形式发放，不能用饮料等实物代替。",534,"According to statistics of the Chongqing Municipal Meteorological Bureau portal on the high-temperature weather in various districts and counties except Fuyang, the rest of the city may have a deviance on the high temperature.
Currently, there are at least 28 provinces in China that have clearly defined the standards for the subsidy. However, the standards issued by provinces and cities are not the same. Chongqing, on one other hand, receives heat allowances in the form of heat allowances on weekdays.
If the temperature is 35°C to 37°C , a rate of not less than 10 yuan per person per day; if it exceeds 37°C, the rate shall not be less than 15 yuan per person per day.
Workers working in high temperature environment above 40°C can receive up to 20 yuan per day per month (except for laborers who already receive the heat allowance according to law).
According to this standard, Kaizhou, had the most days of high-temperature weather last month, and was able to receive 330 yuan, and Chengkou had the least number of days which equated to 80 yuan. The highest temperature recorded in Puyang did not reach the high temperature standard, so there was no heat allowance.
In the past, many would give cold drinks instead of heat allowances. The City Work Safety Administration stated that such practices are not in line with current regulations.
The employer may not deduct or reduce the wages of workers due to the stoppage of work due to high temperature and reduce working hours.
The Municipal Bureau of Human Resources and Social Affairs stated that when an employee faces a situation where a the work environment is considered high-temperature but does not receive a heat allowance, he or she can seek legal rights through the labor dispute mediation agency where the company is located, or call 12333 to file a complaint.
Where a company refuses to issue a heat allowance, the laborer may complain to the appropriate department in human resources and social security at or above the county level where the employment is located.
Also, because heat allowances are part of wages and not benefits, they must be included in total wages and deducted from taxes.
Therefore, the heat allowance is not part of the minimum wage and must be paid in cash. It cannot be replaced with physical items such as drinks.
"
28,"“环境问题表现在大气、水、土壤污染上，但根子还是在生产生活方式上”。
例如，2015年江苏省土地开发度高达21%，位列全国省、自治区最高。
因此，高污染、大能源、多占地的问题还没有从生产生活方式转变上得到根本性应对。
一方面，从江苏省各级各类生态环境创建成效来看，以绝对优势位居全国首位；但另一方面，资源环境承载压力大。
扎实推进生态环境保护和治理，需要从根本上推进生产生活方式转变，以生态文明建设促转型惠民生。",206,"""Environmental issues are reflected in the atmosphere, water and land pollution but the problem still stems from our production and lifestyle.""
For example, the land development percentage in Jiangsu Province in 2015 was as high as 21%, which puts it the highest in the provinces and autonomous regions.
Therefore, the problem of high pollution, large energy usage, and land occupation has not yet been fundamentally dealt with from the change in production and lifestyle.
On one hand, Jiangsu Province ranks first in the country on the effectiveness of the use of land; however, on the other hand, it places a large burden on the resource and environment.
To promote ecological environmental protection and governance thoroughly, we must fundamentally promote changes in production and lifestyle to benefit the people."
92,"群发诈骗短信达到一定数量，即使未诈骗得手，也可以诈骗罪论处。
河南省南阳市卧龙区人民法院审理查明，２０１５年９月３０日至１０月４日，被告人李会旺先后在桐柏县、南阳城区利用伪基站设备发送诈骗信息。
同年，１０月５日１０时许，被告人再次来到南阳市卧龙区某宾馆房间内利用伪基站群发诈骗短信时，被公安民警抓获。
经评估，该伪基站设备在２０１５年１０月４日发送短信６２２２８条，造成６２２２８个手机用户人均通讯中断８秒以上至１０分钟以下。
法院经审理认为，被告人李会旺利用伪基站对不特定多数人发送诈骗短信共计６２２２８条，其行为已构成诈骗罪。
对于辩护人提出的被告人被抓时系未遂犯、未造成后果，认罪态度较好，建议对其从轻处罚的意见予以采纳。
综合被告人犯罪性质、认罪态度等情节，以诈骗罪判处其有期徒刑４年零６个月，并处罚金１万元。",360,"Fraudulent SMS messages reach a certain volume. Even if is not fraudulent, they can be guilty of fraud.
The People's Court of Wolong District, Nanyang City, Henan Province found the defendant, Li Huiwang used a pseudo-base station equipment in Tongbai County and Nanyang City to send fraud information from September 30 to October 4, 2015.
In the same year, at 10 o'clock on October 5th, the defendant once again went to a hotel room in Wolong District, Nanyang City, and used pseudo-base station equipment to send fraudulent messages to the public security police.
After investigation, the pseudo-base station equipment sent 62,228 short messages on October 4, 2015.
This caused interruptions to 62,228 mobile phone users' average personal communication ranging from 8 seconds to 10 minutes.
According to the court's trial, the defendant Li Huiwang used the psuedo-base stations to send a total of 62,228 fraudulent messages to an unspecified number of people. The act has been deemed fraud.
The defendant's attitude toward guilty plea was better when he was arrested when the defendant was arrested and did not cause any commotion. It was recommended that a lighter punishment be given to him. Based on the circumstances of the defendant’s crime, the attitude of confession, etc., the court sentenced him to four years and six months’ imprisonment for fraud and handed him a fine of 10,000 yuan."
126,"市民在日常出行中，发现爱车被陌生车辆阻碍了，在联系不上陌生车辆司机的情况下，可以使用“微信挪车”功能解决这一困扰。
8月11日起，西安交警微信服务号“西安交警”推出“微信挪车”服务。
这项服务推出后，日常生活中，市民如遇陌生车辆在驾驶人不在现场的情况下阻碍自己车辆行驶时，就可通过使用“微信挪车”功能解决此类问题。
这个新服务功能一是快捷，节省行政成本；二是尊重、保护公民个人隐私；三是全天候、全时段服务。
只要市民有微信，就可以非常便捷地自行操作，这种方式相对能使移车双方都能比较友好轻松地“相遇”，缓解停车难问题，并可减少涉车的治安案件发生。
另一方面，对于拒不移车、违法停放或妨害通行的车主，西安交管部门表示，交警届时将会根据实际情况采取不同的处置措施，视情况给予处理。",338,"In the daily drive, if a citizen is blocked by a randomly parked car, and cannot find the owner, they can use the ""WeChat Move Car"" function to solve this issue.
""The Xi'an Traffic Police"" launched the ""WeChat Move Car"" service on the WeChat app from August 11.
After the launch of this service, in the event that unknown vehicles without the driver is parked and in the way, citizens can use their “WeChat Move Car” function to solve such problems.
This new service function is fast and saves administrative costs. Secondly, it respects and protects the privacy of citizens. Thirdly, the service can be provided anytime regardless of weather.
As long as the citizens have WeChat, they can do this on their own and very easy and convenient. This way, both parties can ""meet each"" easier and resolve problems relating to parking, and reduce public security incidents involving vehicles.
On the other hand, Xi'an traffic management department said that the traffic police will take different measures based on the actual situation, and handle them on a case-by-case basis."
146,"中新网记者梳理发现，目前至少已有河北、吉林、天津、江西、四川、海南、甘肃、福建、北京等9个省市出台了居住证实施细则。
对于申领居住证的条件，上述地区普遍提出，需居住半年以上，符合有合法稳定就业、合法稳定住所、连续就读条件之一。
中新网记者注意到，在居住证提供的待遇方面，各地“含金量”不一，与国家版的规定相比，一些地区提供的公共服务和便利的范围有所扩大。
这些地区均增加了子女在满足相关条件下可在当地参加中高考的便利。
此外，北京等多地还明确要求，逐步扩大提供公共服务和便利的范围，并定期向社会公布。
如，福建提出，至少每3年向社会公布一次居住证持有人享受的公共服务和便利的范围。
《居住证暂行条例》规定，对符合居住证办理条件的，公安机关应当自受理之日起15日内制作发放居住证。
对于发证时限，大部分地区跟国家版的意见一致，即在15日内发放。
河北明确，对符合申领条件、材料齐全的，居住地公安派出所应自受理之日起3个工作日内发放居住证。
江西规定，符合居住证申领条件且证明材料齐全的，公安机关应当自受理之日起5个工作日内制作发放居住证。
按照《居住证暂行条例》规定，上述地区均明确，首次申领居住证，免收证件工本费。
如，四川要求，各地公安派出所或者受委托的社区服务机构要严格执行核定的收费项目及收费标准，坚决禁止超范围、超标准收费或搭车收费。",571,"The reporters from the ChinaNews.com revealed that currently at least nine provinces and cities including Hebei, Jilin, Tianjin, Jiangxi, Sichuan, Hainan, Gansu, Fujian, and Beijing have issued detailed rules on the implementation of residence permits.
In regard to the conditions for applying for a residence permit, they must live in the areas listed above for more than half a year, along with the condition of having legal and stable employment, and legal and stable residence and or in school studying.
The reporter of the ChinaNews.com noticed that in terms of the details of the residence permit, the ""actual"" policies implemented varies across the country. The range of public services and facilities provided by some regions has been expanded compared with the provisions of the national version.
It has become more convenient in these areas for children taking the local high school/college entrance exams under the relevant conditions.
In addition, Beijing and other cities have also explicitly requested that they gradually expand the scope of providing public services and facilities, and make regular announcements to the public.
For example, Fujian proposed to make an announcement to the public at least once every three years on the scope of public services and facilities available to holders of residence permits.
The ""Interim Regulations on Residence Permits"" states that, in accordance with the conditions for handling residence permits, relevant local agency shall process and issue residence permits within 15 days from the date of acceptance.
Most of the regions follows the national standard of issuing it within 15 days from the date of acceptance.
Hebei has clarified that a residence permit shall be issued within 3 working days from the date of acceptance at local police station given that the the document and requirement on the application is complete.
Jiangxi regulated that, if the conditions for applying for a residence permit are satisfied and the supporting materials are complete, the public security agency shall process and issue a residence permit within 5 working days from the date of acceptance.
According to the ""Provisional Regulations on Residence Permits"", the document fees will be exempt if the requirements are met, and it is the first time you apply for a residence permit.
For example, Sichuan requires that local police stations or commissioned local service agencies must strictly implement the approved fees and charging standards and not charge high fees.
"
148,"博格巴上赛季在意大利杯中吃到两张黄牌，根据规则将自动禁赛一场。
虽然他已经转会回到了英超，但是英足总仍然将其累计禁赛顺延至英超赛场。
如此一来，在8月14日客场迎战伯恩茅斯的比赛中，博格巴将作壁上观，他重返曼联的首秀将延至20日与南安普顿的主场比赛。",125,"Pogba had 2 yellow cards last season in the Italian Cup that carries an automatic one-match ban.
Despite returning to the Premier League, the FA made the ban carry over to the Premier League.
Therefore Pogba will sit out in the match against Bournemouth on August 14th, and his return to Manchester United's debut will be pushed back to the home game against Southampton on the 20th."
122,"北京时间8月12日消息，2016年里约奥运会女子50米步枪三种姿势决赛战罢，中国老将杜丽获得铜牌。
杜丽成为奥运四朝元老，4次奥运共拿下2金1银1铜四块奖牌。
1998年，进入山东省射击队，跟随王德文教练进行专业的射击训练。
2003年6月，参加射击世界杯克罗地亚站女子10米气步枪金牌并以504.9环打破世界纪录。
2004年8月，获得女子10米气步枪金牌，为中国代表队在雅典奥运会夺得首金。
2008年8月，在50米运动步枪三姿的比赛中以总成绩690.3环破奥运会纪录夺得金牌。
2012年8月，折戟伦敦奥运会后，杜丽向国际射联申报了暂时退役申请。
2015年1月，杜丽宣布重回国家队开始训练，备战里约奥运。
2016年3月，里约奥运选拔赛结束，时隔8年再次获得女子10米气步枪奥运会参赛资格。
2016年8月6日，在里约奥运会女子十米气步枪赛事中，杜丽以207环的成绩获得银牌。
2016年8月12日，在里约奥运会女子50米步枪三种姿势比赛中，获得铜牌。",430,"In Beijing time on August 12, news came in that the veteran Du Li won a bronze medal in the women's 50-meter rifle in the 2016 Rio Olympics.
Du Li is a 4 time Olympic veteran who won a total of 4 medals including 2 gold, 1 silver, and 1 bronze medals.
In 1998, she entered the Shangdong Province shooting team and trained professionally under Wang De Wen.
In June 2003, she participated in the World Cup in Croatia and scored a world record of 504.9 in the Women's 10-meter air rifle.
In August 2004, she won the women's 10-meter air rifle gold medal at the Athens Olympics and brought home gold for the Chinese team.
In August 2008, she won the gold medal with a total score of 690.3 in the 50-meter rifle three-position shooting.
In August 2012, after withdrawing from the London Olympics, Du Li submitted a provisional retirement to the ISSF.
In January 2015, Du Li announced that she would return to the national team to begin training and preparing for the Rio Olympics.
In March 2016, she qualified for the women's 10m air rifle again after 8 years after the qualifiers for the Rio Olympics.
On August 6, 2016, Du Li won a silver medal with a score of 207 in the Women's 10-meter Air Rifle event at the Rio Olympics.
On August 12, 2016, she won a bronze medal in the women's 50-meter rifle three position shooting at the Rio Olympic Games."
94,孙福坚身为党员领导干部，理想信念丧失，严重违反党的纪律，且党的十八大后仍不收敛、不收手、顶风违纪，性质恶劣、情节严重。,59,"Sun Fujian was a senior member in the party who lost his ideals, made serious violations even after the 18th National Congress of the Communist Party of China, where he did not back off."
118,"可惜，OPEC最新月报显示出7月原油产量继续增加，沙特产量更创下新高。
这份报告不禁令市场对OPEC的信誉产生怀疑，油价复苏的道路恐怕仍然布满荆棘。
本周一，OPEC轮值主席兼卡塔尔能源大臣萨达表示，OPEC将在9月26-28日的国际能源论坛期间举行非正式会议。
OPEC周三公布的月报显示，包括加蓬在内的整个OPEC组织7月产量上升4.6万桶/日，至3311万桶/日。
OPEC还在月报中表示，原油价格低廉已促使全球炼油商生产更多精炼油品，从而加重了市场供应过剩的程度。
受此消息影响，再加上美国上调原油产量预期和原油库存意外增加，国际油价连续两日收跌。
截至周三收盘，纽约商品交易所9月交货的轻质原油期货价格下跌2.48%，10月交货的伦敦布伦特原油期货价格下跌2.07%。
路透社认为，提议召开的产油国会议不太可能令供应明显收紧，美国能源信息署公布的数据也打压市场人气。
伊朗官方通讯社Fars周三援引伊朗石油部长赞加内的发言称，伊朗的日原油产量最高为385万桶，这是2008年以来的最高水平。
召开会议的消息刚出，俄罗斯能源部长诺瓦克就表示，当前油价下没有进行新一轮冻产谈判的必要。
上次产油国召开会议已经是4月份的事情，OPEC成员国未能就任何措施达成协议。
BMIResearch石油与天然气分析师理查兹（Emma Richards）表示，市场和媒体可能对OPEC将召开的会议反应过度。
加拿大皇家银行大宗商品策略主管克罗夫特（Helima Croft）表示，OPEC通过释放他们将促成协议的信号来改变市场的情绪。
这个手段就像是引开人视线的烟雾与镜子（故意给人错误印象）。
德国商业银行大宗商品研究主管温伯格（Eugen Weinberg）称，人们认为OPEC试图通过9月会议稳定市场的可能性很低。
这很可能进一步破坏市场对OPEC的信心，毕竟这个组织上演过一次“狼来了”。",794,"Unfortunately, the latest OPEC monthly report shows that crude oil production continued to increase in July, and Saudi Arabia's production hit a new high.
This report doesn't prevent the market from doubting OPEC. The road to recovery for oil price seems to be a tough one.
On Monday, Sada who is OPEC's president and Qatar's Energy Minister said that OPEC will hold an informal meeting during the International Energy Forum on September 26-28.
The monthly report released by OPEC on Wednesday showed that all OPEC members including Gabon increased their July production by an additional 46,000 barrels per day to 33.11 million barrels per day.
OPEC also said in its monthly report that low crude oil prices have prompted the world's refiners to produce more refined oil products, which has increased the level of excess supply in the market.
The international oil price fell for two consecutive days with this news and as the US raised their forecast on crude oil production along with the unexpected increase in crude oil inventory.
As of Wednesday's close, the New York Mercantile Exchange's September delivery of light crude oil futures fell 2.48%, and the October delivery of London Brent crude oil futures fell 2.07%.
Reuters believes that the proposed meeting of oil-producing countries is unlikely to significantly tighten supply, and data released by the US Energy Information Administration also weighed on market sentiment.
Iran’s official news agency Fars quoted Iran’s oil minister Zaganga’s statement on Wednesday, saying that Iran’s maximum daily crude oil output was 3.85 million barrels, which is the highest level since 2008.
The result of the meeting was just announced and the Russian Energy Minister Novak stated that there is no need for a new round of negotiations on production freeze with the current oil price.
The meeting with the oil-producing country was back in April. OPEC member states were not able to reach an agreement whatsoever. 
Emma Richards, an oil and gas analyst at BMI Research, said that the market and the media may be a bit too sensitive to the OPEC meeting.
Helima Croft, head of commodities strategy at Royal Bank of Canada, said that OPEC changed market sentiment by releasing signals that they would facilitate the deal.
This is like the smoke and mirror method of drawing away attention (and giving the wrong impression).
Eugen Weinberg, Head of Commodity Research at Commerzbank AG, said that people think that OPEC is unlikely to try to stabilize the market through the September meeting.
This is likely to further undermine the market's confidence in OPEC, after all, the organization has already pulled ""the boy who cried wolf."""
