file_id,file_order,task_id,task_order,wmt_article,wmt_line,src,A,B,A_origin,B_origin
2d,54,fd,4,28,524:528,“环境问题表现在大气、水、土壤污染上，但根子还是在生产生活方式上”。 例如，2015年江苏省土地开发度高达21%，位列全国省、自治区最高。 因此，高污染、大能源、多占地的问题还没有从生产生活方式转变上得到根本性应对。 一方面，从江苏省各级各类生态环境创建成效来看，以绝对优势位居全国首位；但另一方面，资源环境承载压力大。 扎实推进生态环境保护和治理，需要从根本上推进生产生活方式转变，以生态文明建设促转型惠民生。,"""Environmental issues are reflected in the atmosphere, water and land pollution but the problem still stems from our production and lifestyle."" For example, the land development percentage in Jiangsu Province in 2015 was as high as 21%, which puts it the highest in the provinces and autonomous regions. Therefore, the problem of high pollution, large energy usage, and land occupation has not yet been fundamentally dealt with from the change in production and lifestyle. On one hand, Jiangsu Province ranks first in the country on the effectiveness of the use of land; however, on the other hand, it places a large burden on the resource and environment. To promote ecological environmental protection and governance thoroughly, we must fundamentally promote changes in production and lifestyle to benefit the people.","""Environmental problems are reflected in air, water, and soil pollution but are ultimately rooted in production methods and lifestyle."" For example, in 2015, the extent of land development in Jiangsu Province was 21%, the highest among all provinces and autonomous regions in the country. Therefore, there has been a lack of radical response to issues pertaining to heavy pollution, big energy and large land coverage in terms of a change in production methods and lifestyle. On the one hand, based on the results of the establishment of various levels and types of ecological environment in Jiangsu Province, it ranks first on an overwhelming basis. On the other hand, however, the resource environment in under significant pressure. Effective promotion of ecological conservation and governance requires a fundamental transformation of production methods and lifestyles. An ecological and civilized approach to development can promote and benefit everyday life.",human_b,human_a
2d,55,ed,17,80,1006:1016,8月11日上午8点，齐鲁晚报记者跟随“健康中国行”义诊服务小组来到东港区西湖镇河沟村。 该村地处偏僻，距市区约24公里，村里居民200多户，因经济、交通和身体等方面的局限性，给很多中老年患者出门看病带来不便。 此次义诊的项目比较全面，内科、外科、呼吸科、精神科、皮肤科、儿科。 很多村民听说义诊的专家要来，早早就已经在村里的小广场等待。 67岁的薛大娘患有先天性脊柱侧弯，而最近几年的时间她又深受“哮喘”的困扰，以致连走着上个坡都会气喘吁吁，喘不上气。 医生告诉薛大娘，慢性支气管炎想要根本治愈的可能性不大，平常坚持用药可有所缓解。 在皮肤科医生问诊处，一名60多岁的老人带着她的小孙子前来咨询。 老人的小孙子今年11岁，从孩子3岁开始，左脚一直受“脚气”困扰。 医生查看后告诉老人，这并不是“脚气”而是季节性的湿疹，千万不要随意用药耽误了治疗。 “在这个村我们提供了看病和B超的服务，而另一队在五莲县户部乡邱家店子村的义诊服务队还提供了免费体检的服务。 此次下乡义诊只是‘健康中国行’的其中一个部分，在以后的日子里，其他活动还将陆续开展。”,"At 8:00 in the morning on August 11th, the Qilu Evening News reporter followed the ""Healthy China Tour"" clinic service group to Hegou Village, Xihu Town, in the Donggang District. The village is located in a rural area and is 24 km away from the city. There are around 200 households there, and the physical, economical hurdles as well as the lack of transportation method has made it difficult for seniors to get medical treatment. The clinic provides comprehensive services like internal medicine, surgery, respiratory medicine, psychiatry, dermatology, and pediatrics. Many villagers heard that the clinic service group was coming thus they awaited early at the village grounds for them to arrive. Aunt Xue who is 67-years old is suffering from congenital scoliosis. In recent years, she has been suffering from asthma, and would lose her breath and have difficulty breathing even by just going up a slope. The doctor advised that it is unlikely that her chronic bronchitis would cure and recommends to take medicine regularly for relief. At the dermatologist clinic, a 60-year-old man came to consult with his young grandson. His grandson is 11 years old now and has been dealing with ""beriberi"" on his left foot since he was 3 years old. After the diagnosis, the doctor told the grandfather that this is not a case of ""beriberi"" but actually seasonal eczema; be sure to not use the wrong medicine as it can hamper with recovery. ""In this village, we provided services like medical treatment and usage of B-mode ultrasounds, while another team provided free medical examination services at Qiwangdianzi Village, Hubu Township, Wulian County. This visit to the countryside is just a part of the initiative taken by ‘Healthy China Tour’, which will contunue to take place in the future.","At 8 a.m. on August 11, a reporter from Qilu Evening News followed the ""Healthy China Tour"" volunteer medical service team to the village of Hegou, Xihu Town, Donggang District. The village is located in a remote area, about 24 kilometers away from the city, the village residents more than 200 households, because of economic, transportation and physical limitations, to many middle-aged and elderly patients to go out to see a doctor inconvenience. The free consultation project is more comprehensive, internal medicine, surgery, respiratory, psychiatry, dermatology, paediatrics. Many villagers heard that experts from the free clinic were coming and had been waiting in the village's small square early on. Dame Xue, 67, suffers from congenital scoliosis and has been suffering from asthma in recent years, leaving her breathless and breathless even walking up the slope. Doctor told xue auntie, chronic bronchitis wants to cure the possibility of fundamental is not big, usually insist on medication can be alleviated. At the dermatologist's office, a man in his 60s came to the consultation with her baby grandson. The old man's young grandson, aged 11, has been suffering from ""beriberi"" in his left foot since the child was three years old. Doctors checked it out and told the elderly that it was not ""beriberi"" but seasonal eczema and never delay treatment with random medication. ""In this village we provide medical treatment and B ultrasound services, while another team of free medical services in Qiu Jiadian Village, Hubu Township, Wulian County, also provides free medical examination services. The free clinic is just one part of the 'Healthy China Tour' and other activities will follow in the days to come.",human_b,mt
2d,56,fd,20,128,1574:1580,备受关注的北京奥运会男单冠军、西班牙巨星纳达尔当日在男单比赛中直落两盘战胜对手晋级八强，男双比赛也晋级决赛。 作为金满贯得主的纳达尔，对奥运会情有独钟，伤未痊愈的他，此次三线出击，斩获颇丰。 他和队友洛佩兹将在男双决赛中与罗马尼亚选手特卡乌和梅格亚争夺金牌。 里约奥运会女单项目遭遇到多名种子选手退赛，经过几天激烈的争夺，女单四强１１日全部产生。 科维托娃将与普伊格争夺一张决赛的入场券，而另外一个决赛席位将在凯斯和科贝尔之间产生。 女双比赛的四强也全部产生，半决赛的对阵分别是：辛吉斯／巴辛斯基对赫拉德卡／赫拉瓦科娃；马卡洛娃／维斯尼娜对斯特里科娃／萨法洛娃。 这一天进行的混双比赛也决出了八强，不过头号种子马胡／加西亚组合的落马，以及纳豆组合的退赛，令混双比赛略有些失色。,"Nadal, the renowned Spanish superstar who won the gold medal in men's single in the Beijing Olympics, defeated his opponent in the men's single today with a two-match victory and entered the top-8, and reached the finals in the men's double. Career Golden Slam winner Nadal has a preferential love for the Olympics. Still injured, he participated in three events, and reaped significant gains. He and his teammate López will be facing the Romanian players Tecău and Mergea in the men's doubles. The women's individual event at the Rio Olympics was affected by the withdrawal of many seeded players. After days of intense competition, the last four women for the individual event were determined on the 11th. Kvitová and Puig will compete for a place in the finals, while Keys and Kerber will play each other for the other finalist spot. The top-4 teams of the women's doubles have emerged. The Semi-finals will be played by Hingis / Bacsinszky versus Hradecká / Hlaváčková and Makarova / Vesnina versus Strýcová / Šafářová. The mixed doubles event held today also produced the last eight teams. However, top seeds Mahut/Garcia lost, and Nadal's team withdrew. making the mixed doubles event somewhat lackluster.","Rafael Nadal, the superstar from Spain, who was the champion of the men's singles in the Beijing Olympics, won 2 straight sets in the quarterfinals of the men's singles. He also reached the finals in the men's doubles. Nadal who has a Career Golden Slam is passionate about the Olympics but has not recovered from his injury. Him and his teammate Marc Lopez, will play against Florin Mergea and Horia Tecau of Romania for the gold medal in the finals of the men's doubles. In the women's singles in the Rio Olympics, many top-seeded players struggled and were eliminated. After several days of intense competition, the top 4 emerged on the 11th. Petra Kvitová will face Monica Puig for a ticket to the finals, while Madison Keys and Angelique Kerber will face each other for the other spot in the finals. The semifinals of the women's doubles has been decided and the matchups will be: Muguruza/Suárez Navarro vs Makarova/Vesnina, Šafářová/Strýcová vs Errani/Vinci. The semifinals for the mixed doubles was also decided today but the disqualification of the top seed Mahut/Garcia and the withdrawal of the Nadal pair made the mixed doubles not as exciting.",human_a,human_b
2s,1,fs,45,32,544,"此次即将完成的交易首单也预示着青岛排污权交易试点工作正式拉开序幕,也将是全省排污权交易首单和全国城市级排污权交易首单。","The first trading done represents that the carbon emission trading pilot program has officially started, and will be the first in the province to introduce the emission trading scheme at the city-level.","The first transaction, which will be completed soon, also marks the formal initiation of the Qingdao Emissions Trading Pilot Project. This will also be the first emissions trading in the province and the first city-level emissions trading in the entire country.",human_b,human_a
2s,2,es,23,120,1520,提供包括在线学习、病例讨论、学术交流；同医院、同科室医生之间社交平台；医患关系或个人生活所需要的法律援助、创业支持等服务内容。,"Services include online learning, case discussions, academic exchanges, social networking platforms with hospitals and doctors in departments, legal assistance for doctor-patient relationships or personal life, and support for entrepreneurship.","This provides business support for online learning, case discussions, academic exchanges; social networking with hospitals and doctors in the same department, and necessary legal support relating to doctor-patient relationship.",mt,human_b
2s,3,fs,22,53,714,张慧珍被认为是一名大器晚成的选手，她曾遗憾未获上届伦敦奥运会的入场券，如今却骄傲地站在了里约奥运的最高领奖台上。,"Zhang Huizhen is regarded as an athlete who achieved her glories late in her career. She was once unable to enter the London Olympics, but finally made it to the prestigious podium for the Rio Olympics.","Regarded as a a of London on Olympics, Huizhen, Zhang late is the to ticket proudly contender, regretted podium top who now the last not standing getting the Rio Olympics.",human_a,spam
2s,4,es,51,106,1216,过去两个赛季，汤普森的使用率已经稳定在了联盟前20，而这也是他生涯最出色的两个赛季。,"In the past two seasons, Thompson's usage rate has stabilized at the top 20 in the league, and his last two seasons has been the best in his career.","Thompson's usage has stabilized in the league's top 20 over the past two seasons, the best of his career.",human_b,mt
2s,5,fs,39,120,1518,而在医生端，iBaby通过采取组织专家给基层医生开展在线讲座、同行交流、病例讨论等微讲座的形式，打破地域限制。,"At the doctors' end, iBaby has broken down regional restrictions by way of organizing experts to carry out webinars, peer exchanges, case discussions and other mini-seminars.","From the doctor's side, iBaby allows them to provide lectures, communicate better with peers, discuss cases beyond the geographic barriers.",human_a,human_b
2s,6,fs,40,32,537,青岛是全国第12个也是山东省首个排污权有偿使用和交易试点城市。,Qingdao is the 12th city in the nation and the first in Shandong Province to implement the pilot program for paying for the use and trading of emissions rights.,Qingdao is the 12th and the first pilot city in Shandong Province to utilize a carbon trading scheme.,human_a,human_b
2s,7,es,31,106,1215,随着西蒙斯已经展现了出色的控球前锋潜质，恩比德也拥有着更适合NBA比赛的身材，奥卡福的地位恐怕很难再那么稳固了。,"With Simmons already showing excellent potential as a forward, and Embiid having good potential for the NBA, it may be difficult for Okafor to find a stable role.","With Simmons already showing excellent possession forward potential and Embiid in better shape for NBA games, Okafor's position is likely to be hard to get any more secure.",human_b,mt
2s,8,fs,38,32,555,"排污权又称“排放权”,是排放污染物的权利,指排放者在政府分配的额度内,依法享有的向环境排放污染物的权利。","The right to emit pollutants, also known as “emissions permit”. It refers to the right of emitters to discharge pollutants to the environment within the limits allocated by the government.","The right to discharge pollutants, or ""emission rights"", are a right to emit pollutants, i.e., polluters, within a quota allocated by the government, enjoy the right to discharge pollutants into the environment according to the law.",human_b,human_a
2s,9,fs,6,120,1516,与很多互联网医疗公司贪大求全不同，iBaby从最初就专注于互联网产科垂直领域，深耕孕妈和医生两端。,"Unlike many IOMT companies, iBaby has been focusing on the vertical field of obstetrics for the Internet from the very beginning and has been working with both mothers and doctors.","Unlike many Internet health care companies obsessed with scale and extensive coverage, iBaby focused on the vertical industry of obstetrics from the very beginning, channeling their efforts toward supporting both pregnant mothers and their physicians.",human_b,human_a
2s,10,fs,51,120,1512,看来，互联网医疗创业断不可“一窝蜂”，而是要看准市场需求，沉得下心做专，做深。,"From this observation, one can say that these IOMT cannot ""simply all come about doing the same thing"", but to watch the market demand and do their due diligence.","It seems that ""rushing headlong"" into the Industry healthcare sector is not the wisest option. One must accurately assess market requirements, be patient, and improve the professionalism and depth of services provided.",human_b,human_a
2s,11,fs,34,42,616,而进入省队后，张彬彬又曾因为迟迟进不了国家队，一度因为看不到希望而再度回到家里。,"After being in the provincial team, Zhang Binbin once again failed to get in the national team. As she could not see hope in getting in, she returned home once again.","After joining the provincial team, Zhang Binbin, who took a long time to advance to the national team, returned home at one point because she saw no hope.",human_b,human_a
2s,12,fs,13,32,538,"11日,多家企业分别来到青岛市排污权交易中心提交排污权申购,申购受理后将缴纳有偿使用费。","On the 11th, many companies came to the Qingdao's Emission Trading Center to submit their carbon trading application and will pay the permit fees once it is processed.","On the 11th, many companies submitted emission rights purchase applications at the Qingdao Emissions Trading Center. Those who successfully applied for the rights will start paying a usage fee.",human_b,human_a
2s,13,fs,44,161,1984,“虽说南湖救援队非常专业，但仍希望广大划船的游客能穿上救生衣，在湖上不要做违规行动，安全游玩。”郑建军说。,"""Although the Nanhu Rescue Team is extremely professional, we hope that rowers can wear life vests and avoid illegal activities and actions on the lake to have a safe recreational experience."" said Zheng Jianjun.","""Although the South Lake illegal safe do the on lake, hope of to that is rescue wear can not tourists very but jackets, life team number actions professional, boating the vast still play,"" Zheng said.",human_a,spam
2s,14,es,59,32,552,"也就是说,通过法律手段严厉打击环境违法行为,严惩企业的超标排污行为,从而保护环境,保障公众健康。","In other words, through legal means to crack down on environmental violations, and severely punish enterprises for excessive pollution, so as to protect the environment and protect public health.","Basically, through legal measures and being stringent on environmental violations and to punish companies for excessive discharges, we will be able to protect the environment and the health of the public.",mt,human_b
2s,15,fs,54,32,548,大气污染物排污权有偿使用和交易为全市电力、热力生产供应重点工业企业。,Paying for the use and trading of air pollutant emissions rights is for the city's key power and heat production and supply industrial enterprises.,The carbon emission trading is an important business to support electricity and heat for the city.,human_a,human_b
2s,16,es,3,90,1089,“为了方便老年人，对系统进行了升级，老年免费卡由原来一年审两次减少为一次，持卡的老年人不用跑两趟了。”,"""Along with the system upgrade, the validity for the free-fare card for seniors lasts for a whole year instead of having to apply twice a year which saves them the extra trip and makes it more convenient.""","""In order to facilitate the elderly, the system has been upgraded, the elderly free card from the original review twice a year reduced to one, the elderly cardholders do not have to run two trips.""",human_b,mt
2s,17,es,56,42,626,作为运动员，张彬彬和家人聚少离多，只有节假日才能回家，平时多靠电话联系。,"As an athlete, Zhang Binbin and his family gathered less and more, only the holidays to go home, usually by telephone contact.","As an athlete, Zhang Binbin saw her family less and less, and would only go back home during the holidays, and usually contacted each other by phone.",mt,human_b
2s,18,fs,18,42,629,张小龙将女儿的动漫画作展示给记者，“如果没有当射击运动员，她应该还会继续画画”。,"Zhang Xiaolong showed the reporter the cartoon artwork his daughter created. ""If she didn't become a archer, she would probably continue to draw.""","Zhang Xiaolong showed a comic drawn by her daughter to the reporter and said ""if she didn't become a shooter, she would have probably continued drawing.""",human_a,human_b
2s,19,es,57,42,619,“每个教练挑选队员的方法不一样，当时我看到彬彬的手长得很漂亮，就一下子相中了。”,"""Every coach picks his players differently, and I saw that Benny's hands were so beautiful that I fell in love with him.""","""The way a coach decides who makes the team is different. However for me, I knew she was it when I saw Zhang Binbin's hands.""",mt,human_b
2s,20,fs,19,42,607,11日夜，就在这部新电视前，张东红夫妇和几十位亲戚好友，一起见证了女儿一路奋起直追，从几乎预赛就被淘汰到差点大逆转的神奇过程。,"During the evening of the 11th, Zhang Donghong, his wife, and dozens of other family members and friends stood before this new television and witnessed how his daughter started a miraculous spree that brought her from the brink of being dropped out of the competition to a medal winning score.",Zhang Donghong and his wife along with a number of friends and family were in front of the new TV on the night of the 11th to witness their daughter make a miraculous comeback from almost being eliminated,human_a,human_b
2s,21,fs,4,106,1212,奥卡福的情况比较尴尬，作为上赛季76人的第一选择，他在新赛季不得不和西蒙斯以及恩比德竞争上场时间和球权。,"Okafor's position is quite precarious. As the only option for the 76ers in the last season, he was forced to jostle with Simons and Embiid for play time and ownership of the ball during the new season.","Okafor's situation is more awkward. Despite being the number one draft for the 76ers last season, he has to compete with Simmons and Embiid for playing time and ball in the upcoming season.",human_a,human_b
2s,22,fs,55,106,1214,上个赛季，奥卡福32%的得分来自低位进攻，这一比例高于考辛斯、武切维奇和布鲁克·洛佩斯，同时他的使用率也高居联盟前40。,"In the previous season, Okafor's 32% scoring rate was attributed to low post offense. This ratio was higher than that of Cousins, Vučević, and Brook Lopez. His usage rate is also amongst the top-40 of the entire NBA.","Last season, Okafor' was scoring 32% from the low post, which is higher than Cousins, Vucevic, and Brook Lopez. He also has a usage rate of 40 in the league.",human_a,human_b
2s,23,es,19,129,1584,报告分9章，包括总体政策调整、军事实力、国防预算、军事部署、武器装备、体制编制改革、军事训演、对外军事安全合作、对华军事安全关系等内容。,"The report is nine reform, budget, cooperation, chapters, institutional security into including equipment, foreign and deployment, military strength, adjustment, training defense military divided general national policy security exercises, military weapons and military and military relations with China.","The report is divided into 9 chapters, comprising: overall policy adjustments, military power, national defense budget, military deployment, weapons and equipment, organizational reforms, military exercises, security partnerships with other countries, and military security relations with China.",spam,human_a
2s,24,fs,3,106,1221,帕克在上个赛季表现得比数据反映的要好些，不仅是因为他的篮下效率来到了生涯最高，他和阿尔德里奇的化学反应也让马刺队受益。,"Parker performed better than the data reflected last season, not only because his efficiency was at the highest level of his career, but his chemistry with Aldridge also benefited the Spurs.","Parker's performance last season was better than his stats suggested. Not only did Parker achieve his career best in rebound efficiency, his chemistry with Aldridge also benefited the Spurs.",human_b,human_a
2s,25,es,40,120,1511,然而，就在大部分互联网医疗企业挣扎在A轮或B轮的融资路上的时候，有几家细分领域领先企业仍能获得资本热捧。,"However, just as most of the IOMT companies struggled in the A or B round of financing, there were several leading companies in the niche areas who were still able to obtain sufficient capital.","However, just as most internet healthcare companies struggle to finance rounds A and B, several segment leaders are still gaining traction.",human_b,mt
2s,26,fs,33,32,540,"11日上午,青岛双桃精细化工(集团)有限公司总经理赵秀平来到青岛市排污权交易中心提交排污权申购。","On the morning of the 11th, Zhao Xiuping, the president of Qingdao Shuangtao Jingxi Chemical Industry (Group) Limited Company, came to the Qingdao Emissions Trading Center to submit an application to purchase an emission permit.","In the morning of the 11th, Zhao Xiuping, general manager of Qingdao Shuangtao Jingxi Chemical Industry (Group) came to the Qingdao City Emissions Trading Center to submit an application to purchase emission rights.",human_b,human_a
2s,27,fs,8,42,631,张东红将奖牌和奖章整齐摆放，证书则统一放进了文件夹保存，“这些都是彬彬十几年心血换来的荣誉，我们都很珍惜。”,"Zhang Donghong displayed the medals and awards neatly, and kept all the certificates in a folder. ""These are the honors Binbin has received over the years on the basis of her hard work and dedication. All of us cherish them.""","Zhang Donghong arranged the medals neatly, and the certificates in a folder. “These are the result of Binbin's hard work in these 10 years and so, and are very precious to us.""",human_a,human_b
2s,28,es,38,42,605,厦门翔安区东园村的张东红前几天刚把家中29寸的老电视，换成了65寸的大电视。,"Zhang Donghong, of Dongyuan Village, Xiamen's Xiang'an District, just a few days ago replaced the 29-inch old TV in his home with a 65-inch one.",Zhang Donghong from Dongyuan Village in Xiang'an District of Xiamen just replaced an old 29-inch TV with a 65-inch TV at his home.,mt,human_b
2s,29,es,20,42,627,父母说，无论是见面还是打电话，张彬彬很少说自己的辛苦，更多的是跟父母聊些开心的事。,"Her parents said that regardless of being together or on the phone, she would seldom talk about her hardship and would mostly talk about something happy with her parents.","Parents said, whether it is to meet or call, Zhang Binbin rarely said their hard work, more with their parents to talk about something happy.",human_b,mt
2s,30,es,22,87,1047,另外，报道还指出，在塔国2016年的经济发展和通胀的问题上，塔政府与一些主要的国际金融机构的预测存在着一定的出入。,"Also, the report international between development of government there forecasts the financial major out when that discrepancies some comes points the institutions to and some the in are and inflation of economic the it country in 2016.","Reports further pointed out that for economic development and inflation issues faced by Tajikistan in 2016, the Tajik government and a number of major international financial institutions made different predictions in these areas.",spam,human_a
2s,31,es,32,103,1185,“这是一场精彩绝伦的表演，音乐、灯光、舞台表演都让我印象深刻，……我觉得很有必要让女儿也来了解中国文化和中国京剧艺术。”,"""It was a I the lighting of stage it my Chinese about and and and the daughter felt brilliant for music, by the to the was performance, I necessary culture learn performance... impressed Beijing was art Opera as well.""","""This was a fantastic performance. The music, lighting and stage performance left an indelible impression on me ...... I feel that it is absolutely necessary for my daughter to also come and understand Chinese culture and the art of Chinese Peking opera.""",spam,human_a
2s,32,fs,37,32,550,"“有偿获得排污权并不等于获得了违法排污的权力,并不能随意地排放污染物。”","""Paying for emission rights does not mean gaining the right to generate illegal emissions. The payer may not emit waste as they like.""","""Purchasing an emission permit does not grant permission to freely discharge illegal pollutants.""",human_a,human_b
2s,33,es,9,90,1084,11日上午，济宁市公交公司IC卡销售中心，办卡窗口前几位老年人正在排队办卡，62岁的姚大爷拿到老年半价卡。,"On Monday morning, the IC card sales center of Jining city bus company, several old people in front of the card window are queuing up to get the card, 62-year-old Master Yao got the old age half-price card.",The IC card sales counter had a line of seniors on the morning of the 11th at the Jining Public Transport Company. The 62 year old Mr. Yao got his half-fare card for seniors.,mt,human_b
2s,34,fs,28,42,611,今年已经27岁的张彬彬，在16年的射击生涯中，其实有几度都差点与这块来之不易的银牌擦身而过。,"Across her 16-year shooting career, Zhang Binbin, who is 27-year old this year, brushed past this hard-won silver medal on several occasions.","For Zhang Binbin who is already 27, it was a hard-fought silver medal in her 16 years of her shooting career.",human_a,human_b
2s,35,fs,32,120,1513,鱼跃出资1200.00万元，占注册资本的40%，九州通器械公司出资1800.00万元，占注册资本的60%。,"Jiangsu Yuyue Mdcl Eqpmnt & Spply Co Ltd. invested 120 million yuan, accounting for 40% of the registered capital, and Jiuzhou Tongji Machinery Co., Ltd. invested 180 million yuan, accounting for 60% of the registered capital.","Yuyue contributed 12.0000 million dollars, comprising 40% of the registered capital, while Jointown Pharmaceutical provided 18.0000 million dollars for 60% of the registered capital.",human_b,human_a
2s,36,fs,10,42,618,就如同昨天的比赛，这位厦门姑娘的用坚持实现了射击之路上的一个个逆转。,"Just like the competition yesterday, this daughter of Xiamen persisted and once again turned the tables in her shooting career.","Like yesterday's game, she persisted and overcame the hurdles in her shooting career.",human_a,human_b
2s,37,fs,26,106,1220,但这并不意味着汤神的水平退步，这更像是他为球队整体做出了牺牲。,But this does not mean Thompson's playing ability will get worse. It is more a matter of fact that he will need to make some sacrifice for the team.,"This does not mean that Thompson's standards have dropped. In fact, it appears that he's making sacrifices for the sake of the entire team.",human_b,human_a
2s,38,es,42,42,623,张小龙告诉记者，女儿一直是个安静乖巧的孩子，从小就喜欢画画和自制手工玩具，,Zhang Xiaolong told the reporters that her daughter was always a quiet and obedient girl who liked to draw and play with homemade toys when she was small.,"Zhang Xiaolong told reporters that his daughter has been a quiet and well-behaved children, from an early age like painting and homemade hand-made toys,",human_b,mt
2s,39,es,4,32,546,"当天,青岛四方新诚志卓客车配件有限公司也来为年产4200件高铁及动车组内饰配件项目申购排污权。","On the same day, Qingdao Sifang Xinchengzhizhuo Bus Accessories Co., Ltd. has also come to the annual output of 4,200 high-speed rail and EMU interior accessories projects to purchase emission rights.","On the same day, Qingdao Sifang Xincheng Zhizhuo Coach Parts Co., Ltd. also came to purchase emission permits for their annual production of 4,200 pieces of high-speed rail and EMU (Electrical Multiple Unit) interior parts.",mt,human_b
2s,40,fs,7,90,1088,目前，老年卡分为两种，一种是老年免费卡，一种是老年半价卡。,"Currently, two types of senior citizen cards are offered. One is a free pass for senior citizens, while the other is a half-price pass for senior citizens.","Currently, there are 2 types of cards for seniors. One is a free-fare card for seniors and the other is a half-fare card for seniors.",human_a,human_b
2s,41,es,36,106,1213,这一竞争可能不会来的很快，西蒙斯还需要适应NBA赛场，恩比德也要尽快从伤病中完全恢复，但是奥卡福能否在76人的长人阵中有位置还是个问题。,"The rivalry may not come soon, Simmons will have to adapt to the NBA and Embiid will have to fully recover from the injury as soon as possible, but Okafor's place in the 76ers' lineup remains a question.","Playing for the spot won't be right away as Simmons still needs to get used to the NBA games, and Embiid need to quickly recover from injuries. The issue remains if Okafor will be able to stay in the 76'ers roster in the long run.",mt,human_b
2s,42,fs,42,42,624,“原来我会在家里做做衣服、缝缝补补，彬彬就会捡一些边角料自己做娃娃。”,"""When I would sew and repair clothes at home, Binbin would use the scrap pieces and make a doll herself.","""Originally, I stayed at home to tailor some clothes, sewing and mending them as needed. Binbin would sit by the corner, collecting the scrap fabrics to make her own fabric doll.""",human_b,human_a
2s,43,es,60,32,539,"此次即将完成的交易首单也预示着青岛排污权交易试点工作正式拉开序幕,这也将是全省排污权交易首单和全国城市级排污权交易首单。","The transaction is about to complete the first single also indicates that Qingdao emissions trading pilot work officially kicked off, which will be the province's emissions trading first single and the first nationwide city-level emissions trading.","The first trading done represents that the carbon emission trading pilot program has officially started, and will be the first in the province to introduce the emission trading scheme at the city-level.",mt,human_b
2s,44,fs,9,40,598,据悉，当地消防队花费了1小时45分钟才扑灭大火，附近建筑的居民在几小时后获准返回住处。,"It was reported that the fire took the local firefighters 1 hour and 45 minutes to extinguish, and residents in nearby buildings were able to return to their homes after a few hours.",It was reported that the local fire department took one hour and 45 minutes to put out the fire. Residents in nearby buildings were only allowed to return to their homes a few hours later.,human_b,human_a
2s,45,fs,30,33,564,他还说，如果不对极端主义势力进行打击，这些势力会扩展到俄罗斯。,"He added that if extremist organizations are not suppressed, these forces will spread to Russia.","Without into they a on crackdown extremist he would Russia, forces, expand added.",human_a,spam
2s,46,es,15,95,1109,案件发生后，海口市公安局刑警支队领导高度重视，立即组织支队一大队精干警力主动出击展开侦查。,"After the case occurred, leaders of the criminal police department of the  Haikou public security bureau attached great importance to the matter, and immediately organized a team of elite police force to initiate the investigation.","After the case, detachment elite leadership Bureau, of to take great importance police criminal the Municipal Public Haikou force organized attaches immediately of initiative a Security police to the the detachment to, launch an investigation.",human_a,spam
2s,47,es,54,32,543,"根据青岛市物价、财政等部门确定的征收标准,目前预估算的初始排污权使用费约为64.12万元,工作人员将在7个工作日内完成核定。","According to Qingdao prices, finance and other departments to determine the collection standards, the current estimated initial sewage right to use about 644.12 million yuan, staff will be completed within seven working days to verify.","The estimated initial emission fee is approximately 641,200 yuan according to the collection standards set by Qingdao Pricing Administration. The staff will process and verify it within 7 business days.",mt,human_b
2s,48,fs,20,42,628,平时见不到女儿，父母在家中将女儿小时候的画作以及历年的荣誉都细心收存着。,"As they aren't able to see their daughter often, they make sure to carefully keep the drawings she made when she was little at home.","Since they hardly see their daughter, the parents carefully preserved the artwork that their girl has made as a child and the glories that she had later won.",human_b,human_a
2s,49,es,8,106,1223,在得到了第三枚总冠军戒指之后，只有贾巴尔、乔丹和拉塞尔比詹姆斯赢得了更多的常规赛MVP，而乔丹是唯一一个FMVP比詹姆斯多的人。,"After getting their third championship ring, only Abdul-Jabbar, Jordan and Russell won more regular-season MVPs than James, and Jordan was the only one with more than James.","After winning the third championship ring, only Jabbar, Jordan and Russell and James won more regular-season MVPs, and Jordan is the only person with more Finals MVP than James.",mt,human_b
2s,50,es,6,42,617,这次，不仅张亚杰教练，厦门射击射箭运动中心和福建省队的领导和教练都来到家里，最终劝说张彬彬回到省队。,"This time, not only coach Zhang, but also the managers and coaches of the Xiamen Shooting and Archery Sports Center and the Fujian provincial team came to her home to persuade Zhang Binbin to return to the provincial team.","This time, not only coach Zhang Yajie, Xiamen Shooting and Archery Sports Center and Fujian Province team leaders and coaches came to the home, and eventually persuaded Zhang Binbin to return to the provincial team.",human_b,mt
2s,51,es,1,120,1522,互联网公司、数据公司缺少专业性，在同一词条上的书写方法上都达不到统一。,Tech companies and data companies lack professionalism and cannot cooperate.,"Internet companies, data companies lack professionalism in the same entry on the writing methods are not uniform.",human_b,mt
2s,52,es,39,72,903,充满电子的电离层意味着，军方使用的无线电有着更大的播送范围，并且它或许会为全球定位系统（GPS）信号提供一些保护，使之免受太阳风暴的影响。,"The electron-filled ionosphere means that the radio used by the military has a greater range, and it may provide some protection against solar storms for Global Positioning System (GPS) signals.","The layers filled with electrons means that the radio used by the military has a larger transmission scope, and it may provide some protection for Global Positioning System (GPS) signals from the effects of solar storms.",mt,human_b
