wmt_article,wmt_line,wmt_article_name,src,mt,human_a,human_b
93,1101,ifeng0812.news.49767755_0,据吉林省林业厅保护处处长于长春介绍，近年来吉林省不断加大对野生动物的保护，东北虎、东北豹在中国的种群数量正显著增长，分布区域不断扩展。,"According to Yu Changchun, director of the protection division of the Jilin Provincial Forestry Department, the population of Siberian tigers and northeastern leopards in China is growing significantly and the distribution area is expanding in recent years as Jilin Province has continuously increased its protection of wild animals.","According to Yu Changchun, director of the conservation section of the Jilin Forestry Department, said that Jilin Province has been expanding protection efforts for the wildlife. The populations of the northeastern tiger and northeastern leopard have achieved significant growth and their ranges have been growing as well.",
93,1102,ifeng0812.news.49767755_0,2015年最新监测数据显示，仅吉林省境内就监测到野生东北虎27只、东北豹42只。,The latest monitoring data for 2015 showed that 27 wild Siberian tigers and 42 northeastern leopards were detected in Jilin Province alone.,Data from the latest monitoring in 2015 revealed that 27 Siberian tigers and 42 Amur leopards living in the wild were detected within Jilin Province.,
93,1103,ifeng0812.news.49767755_0,作为分布在中俄交界区域的世界野生动物保护旗舰物种，中俄两国间的合作对于野生东北虎、豹的种群恢复和繁衍意义重大。,"As the world's flagship wildlife conservation species distributed in the Sino-Russian border region, the cooperation between China and Russia is of great significance for the population restoration and reproduction of wild Siberian tigers and leopards.","As flagship species of World Animal Protection distributed across the China-Russia border, the China-Russia partnership is especially meaningful to restore and increase the populations of northeastern tigers and leopards.",
93,1104,ifeng0812.news.49767755_0,据吉林省林业厅介绍，此前吉林省已与俄罗斯建立了长期稳定的合作交流机制。,"Jilin Province has previously established a long-term and stable cooperation and exchange mechanism with Russia, according to the forestry department of Jilin Province.","According to the Department of Forestry of Jilin, the province has established a long-term and stable system of cooperation and exchange.",
93,1105,ifeng0812.news.49767755_0,在11日结束的2016中国珲春虎豹保护国际论坛上，中俄两国林业部门和动物保护组织再次达成多项共识。,"At the 2016 Hunchun Tiger and Leopard Conservation International Forum in China, which ended on November 11, the forestry departments and animal protection organizations of China and Russia once again reached a number of common understandings.","During the 2016 International Conference for the Conservation of Hunchun Tigers and Leopards of China that concluded on the 11th, forestry agencies and animal protection groups of China and Russia have once again reached multiple consensus.",
93,1106,ifeng0812.news.49767755_0,吉林省林业厅表示，加强中俄两国虎、豹保护合作，不仅是中国东北虎、豹保护面临的十分紧迫的任务，也是维系俄罗斯虎、豹种群健康的当务之急。,"Jilin Provincial Forestry Department said that strengthening cooperation between China and Russia in tiger and leopard conservation is not only a very urgent task facing China's northeast tiger and leopard conservation, but also to maintain the health of the Russian tiger and leopard population.",The Jilin Forestry Department expressed that strengthening the conversation partnership between China and Russia is a desperate task for protecting the northeastern tigers and leopards of China. It is also imperative in maintaining the health of Russian tiger and leopard populations.,
94,1107,ifeng0812.news.49767839_0,孙福坚身为党员领导干部，理想信念丧失，严重违反党的纪律，且党的十八大后仍不收敛、不收手、顶风违纪，性质恶劣、情节严重。,"As a leading cadre of Party members, Sun Fujian lost his ideals and convictions, seriously violated the Party's discipline, and after the 18th National Congress of the Party still does not converge, do not stop, defy the wind and discipline, the nature of which is bad and serious.","As a leading cadre of the Party, Sun Fujian lost his ideal and conviction, and severely violated Party discipline. He failed to restrain himself, refused to stop committing errors, opposed Party conduct, and violated Party discipline even after the 18th National Party Congress, the very nature of which was contemptible, and the situation grave.","Sun Fujian was a senior member in the party who lost his ideals, made serious violations even after the 18th National Congress of the Communist Party of China, where he did not back off."
95,1108,ifeng0812.news.49767844_0,此案件发生后，经多家媒体报道后，成为焦点案件，社会影响极坏。,"After this case, after a number of media reports, became the focus of the case, the social impact is extremely bad.",The case resulted in harmful social impact after becoming the spotlight in the media publication.,
95,1109,ifeng0812.news.49767844_0,案件发生后，海口市公安局刑警支队领导高度重视，立即组织支队一大队精干警力主动出击展开侦查。,"After the case, Haikou Municipal Public Security Bureau, the leadership of the criminal police detachment attaches great importance to, immediately organized a detachment of elite police force to take the initiative to launch an investigation.","After the case occurred, leaders of the criminal police department of the  Haikou public security bureau attached great importance to the matter, and immediately organized a team of elite police force to initiate the investigation.",
95,1110,ifeng0812.news.49767844_0,警方立即将该嫌疑人执行上网追逃，采取多种措施布控，并通过联系外地警方协查王某国的下落。,"Police immediately put the suspect on the Internet to pursue, to take a variety of measures deployed, and through contact with the police outside the country to help check the whereabouts of Wang.","The police immediately initiated an online manhunt for the suspect, deployed multiple measures, and contacted police forces in other areas to find out the whereabouts of Wang X. Guo.",
95,1111,ifeng0812.news.49767844_0,由于该嫌疑人系盗窃惯犯，屡次被公安机关打击处理过，具有较强的反侦察能力，加上他长期吸毒，讯问中毒瘾时常发作，审讯工作非常困难。,"Due to the fact that the suspect is a habitual thief and has been dealt with repeatedly by the public security organs, he has a strong ability of counter-detection, coupled with his long-term drug use, drug addiction often occurs during interrogation, and interrogation is very difficult.","As the suspect was a serial thief, and had been arrested and punished by the public security bureau, he had fairly strong anti-reconnaissance ability. Coupled with the fact that he was a drug addict, his addiction frequently occurred during questioning, making interrogation very difficult.",
96,1112,ifeng0812.news.49767888_0,格陵兰鲨又称小头睡鲨，广泛分布于格陵兰岛与冰岛周围的北大西洋海域，其在成年时所达到的身长为4至5米。,"Greenlandic sharks, also known as sleeping sharks, are widely distributed in the North Atlantic Ocean around Greenland and Iceland and reach an adult length of 4 to 5 meters.","The Greenland Shark is also known as the small-headed sleeper shark, and is widely distributed in the Northern Atlantic around Greenland and Iceland. When fully-grown, the shark can reach a length of 4 to 5 meters.","The Greenland shark, also known as the Mouth Shark, is commonly found in the North Atlantic waters around Greenland and Iceland. They grow to 4-5 meters in length as an adult."
96,1113,ifeng0812.news.49767888_0,但它们的生长速度极其缓慢，有时1年只长约1厘米，这提示格陵兰鲨可能有着格外长的寿命。,"But they grow extremely slowly, sometimes only about 1cm a year, suggesting that Greenland sharks may have an extraordinarily long life.","The Greenland shark grows at a extremely slow rate, only 1 cm per year sometimes, suggesting a particularly long lifespan.","However, they grow very slow, sometimes only about 1 cm in 1 year. This suggests that the Greenland shark may have an exceptionally long life span."
96,1114,ifeng0812.news.49767888_0,传统的测年方法通常使用动物的钙化组织，一些鲨鱼中可以使用鳍脊，但这种钙化组织在格陵兰鲨中十分稀少。,"Traditional dating methods typically use calcified tissue from animals, and some sharks may use fins, but this calcified tissue is rare in Greenland sharks.",Traditional dating methods often use calcified tissues of animals. Fin spines may used in some sharks but this type of calcified tissue is extremely rare in Greenland sharks.,Using calcified tissue to measure age is the traditional method and fins can be used with some sharks. However the calcified tissue is very rare in Greenland sharks.
96,1115,ifeng0812.news.49767888_0,由丹麦哥本哈根大学的尤利乌斯·尼尔森领导的新研究转而使用格陵兰鲨的眼部晶状体进行放射性碳测年。,"The new study, led by Julius Nielsen of the University of Copenhagen in Denmark, turned to radiocarbon dating using the eye lens of the Greenland shark.",New research led by Julius Nielsen of Denmark's University of Copenhagen used the lens of the eyes of the Greenland shark to carry out radiocarbon dating.,A new study led by Julius Nilsson of the University of Copenhagen in Denmark looked at radiocarbon dating of the eye lens of the Greenland Shark.
96,1116,ifeng0812.news.49767888_0,这种方法此前曾用于测定鲸鱼的年龄，但用来确定鲨鱼等鱼类的年龄还是第一次。,"The method has previously been used to determine the age of whales, but it is the first time it has been used to determine the age of fish such as sharks.","This method has been used before to determine the age of a whale, but is used, for the first time, to determine the age of a shark and similar types of fish.","This method was previously used to determine the age of the whales, but this the first time that this was applied to determine the age of sharks."
96,1117,ifeng0812.news.49767888_0,他们的分析显示，这头最大的鲨鱼寿命估计为392岁，误差为120岁。,"Their analysis showed that the largest shark had an estimated lifespan of 392 years, with a margin of error of 120 years.","Their analysis indicated that the largest shark has an age of about 392 years, with a standard error of about 120 years.",Their study shows that the life of the largest shark is estimated to be 392 years old and with a deviation of 120 years old.
96,1118,ifeng0812.news.49767888_0,这就是说，这条鲨鱼年龄至少是272岁，最大可能达到512岁。,This means that the shark is at least 272 years old and is likely to reach a maximum of 512 years old.,"This means that this shark is at least 272 years old, and could be as old as 512 years old.",This means that the oldest shark is at least 272 years old and could be as old as 512 years old.
96,1119,ifeng0812.news.49767888_0,此外，雌性的格陵兰鲨据称要到身长约4米时才能性成熟，换算成年龄也就是至少要到156岁才成年。,"In addition, female Greenland sharks reportedly do not reach sexual maturity until they are about 4 metres in length, which translates into an age of at least 156 years.","A female Greenland Shark must reach a length of about 4 meters to reach reproductive maturity. When converted to actual age, she must be at least 156 years old before she is mature.","In addition, the female Greenland shark is said to be ready to mate when it is about 4 meters in length, which equates to an age of at least 156 before reaching adulthood."
96,1120,ifeng0812.news.49767888_0,研究人员因此在论文中写道，格陵兰鲨是地球上已知的、最长寿的脊椎动物，超过了以前的长寿冠军露脊鲸（211岁）。,"As a result, the researchers wrote in their paper, the Greenland shark is the longest-living vertebrate known on Earth, surpassing the previous long-lived champion right whale (211 years old).","Researchers therefore included, within their paper, that the Greenland Shark is the currently-known longest-living vertebrate animal on Earth, surpassing the previous champion of right whales with a lifespan of 211 years.","Therefore, the researchers wrote in the paper that the Greenland shark is the longest-lived vertebrate known on the earth and surpasses the right whale (211 years old) which previously held that title."
97,1121,ifeng0812.news.49767909_0,一年以来，汇改成果显著，人民币汇率保持基本稳定，同时也为推动人民币国际化奠定了基础。,"Over the past year, the results of the exchange rate reform have been remarkable, and the RMB exchange rate has remained basically stable. At the same time, it has laid a foundation for promoting the internationalization of the renminbi.","Since a year ago, the results of the exchange rate reform have been significant. The RMB exchange rate has remained generally stable. The reform has also laid the foundation for advancing the internationalization of the RMB at the same time.",
97,1122,ifeng0812.news.49767909_0,从市场表现来看，一年来，人民币汇率双向浮动特征明显，汇率弹性增强，汇率预期总体平稳。,"From the market performance point of view, over the past year, the two-way floating characteristics of the RMB exchange rate is obvious, the exchange rate flexibility increased, the exchange rate is expected to be generally stable.","In terms of market performance, the RMB exchange rate's characteristic of fluctuating both ways is apparent. The exchange rate's elasticity has increased and is expected to remain generally stable.",
97,1123,ifeng0812.news.49767909_0,汇改至今，人民币对美元中间价超百点的上下波动屡屡出现，但过程升贬交替。,"Since the reform of the exchange rate, the RMB against the United States dollar more than 100 points up and down fluctuations frequently occur, but the process of rising and falling alternately.","To date, the exchange rate reform has seen the median price of the RMB: USD exchange rate repeatedly fluctuating at more than 100 basis points, with intermittent appreciation and depreciation.",
97,1124,ifeng0812.news.49767909_0,去年“8·11”汇改之前的最后一次汇改措施实施于2005年，十年间人民币对美元显著升值。,"The last change before the August 11, 2005, was a significant appreciation of the renminbi against the dollar over the past decade.","The last exchange rate reform measures prior to the ""8.11"" exchange rate reform last year were implemented in 2005. In the last 10 years, the RMB has appreciated significantly against the USD.",
97,1125,ifeng0812.news.49767909_0,新汇改实施以来，人民币改变了之前升值状态，一年间人民币汇率中间价贬值约8％。,"Since the implementation of the new exchange rate reform, the renminbi has changed its previous state of appreciation, with the midpoint value of the renminbi depreciating by about 8 per cent over the course of a year.","Since the new currency reforms, Renminbi reversed its appreciation and its central parity rate dropped by about 8% within an year.",
97,1126,ifeng0812.news.49767909_0,今年10月1日，国际货币基金组织将正式接纳人民币，成为ＳＤＲ（特别提款权）权重货币。,"On October 1, the International Monetary Fund will officially accept the renminbi as a SDR (Special Drawing Rights) weighted currency.","On October 1 this year, the International Monetary Fund will officially include the RMB as a currency in the SDR (Special Drawing Rights) basket.",
97,1127,ifeng0812.news.49767909_0,本周，中国海关总署公布的统计数据显示，今年前7个月，中国进出口总值13.21万亿元人民币，比去年同期下降3％。,"This week, statistics released by China's General Administration of Customs showed that China's imports and exports totaled 13.21 trillion yuan in the first seven months of this year, down 3 percent from the same period last year.","Figures announced by the General Administration of Customs this week revealed that for the first seven months of this year, China's total imports and exports fell 3% year-on-year to RMB13.21 trillion.",
97,1128,ifeng0812.news.49767909_0,而在7月当月，中国进出口总值同比仅下降0.9％，特别是出口同比增长了2.9％。,"In the same month in July, the value of China's imports and exports fell by only 0.9 per cent year-on-year, particularly as exports grew by 2.9 per cent year-on-year.","Also in July, the sum of export and import decreased only 0.9% y-o-y, while export increased 2.9% during the same time.",
97,1129,ifeng0812.news.49767909_0,相关专家认为，尽管7月进出口有企稳迹象，但不应有过高预期。,"Experts believe that despite signs of stabilization in exports and imports in July, expectations should not be too high.","Some experts believe that although imports and exports in July exhibited signs of stability, overly optimistic expectations should be avoided.",
97,1130,ifeng0812.news.49767909_0,7月，中国进出口总值2.09万亿元人民币，同比下降0.9％。,"In July, the total value of China's imports and exports was 2.09 trillion yuan, down 0.9 percent year-on-year.","In July, China's total import and export amounted to RMB2.09 trillion, down 0.9% year-on-year.",
97,1131,ifeng0812.news.49767909_0,其中，出口1.22万亿元人民币，增长2.9％；进口8730亿元人民币，下降5.7％；贸易顺差3428亿元，扩大34％。,"Of this total, exports amounted to 1.22 trillion yuan, an increase of 2.9 per cent; imports amounted to 873 billion yuan, a decrease of 5.7 per cent; and the trade surplus amounted to 342.8 billion yuan, an increase of 34 per cent.","In which exports amounted to 1.22 trillion RMB for a 2.9% growth; imports amounted to 873.0 billion RMB, decreasing by 5.7%; and trade surplus amounted to 342.8 billion RMB for a 34% growth.",
97,1132,ifeng0812.news.49767909_0,尽管进出口总值同比依然下降，但出口数据出现了增长，这也是自今年3月以来，出口实现连续第五个月增长。,"Although the total value of imports and exports still fell year-on-year, the export figures showed an increase, marking the fifth consecutive monthly increase in exports since March this year.","Although total imports and exports have decreased compared to the same period last year, data for export value has increased. This is the fifth consecutive month with growth in exports since March this year.",
98,1133,ifeng0812.news.49767937_0,上海警方4个月擒贼3400余人打击“盗抢骗”团伙157个,"Shanghai police have arrested more than 3,400 thieves in four months and cracked down on 157 ""robbery and deception"" gangs","Shanghai Police arrested more than 3,400 individuals from 157 groups of ""thieves, robbers, and frauds"" in 4 months","The Shanghai Police arrested more than 3,400 people in a span of 4 months and cracked down on 157 ""gangs""."
98,1134,ifeng0812.news.49767937_0,在侦破案件的同时，警方还追缴赃款赃物合计人民币3300余万元。,"While investigating the case, police also recovered more than 33 million yuan in stolen money and property.","While solving the case, the police also recovered illicit money and goods amounting to more than RMB33 million.","Throughout the cases, they've recovered more than 33 million yuan worth of stolen goods."
98,1135,ifeng0812.news.49767937_0,据盗窃团伙成员供述，他们通过包乘黑车方式从外地进入上海，随后分别下车作案，数小时后各自会合上车，再一同离沪。,"According to the statement of the members of the theft gang, they entered Shanghai from other parts of the country by taking a black car in a package, then alighted and committed the crime separately, and then joined their cars and left Shanghai together several hours later.","According the confessions of members of the gang of thieves, they entered Shanghai from other parts of the country by chartering an unlicensed taxi. They then separately disembarked to commit the crimes, and would meet up several hours later to leave Shanghai together in the vehicle.","According to the confessions by the members of the criminal group, they entered the city a car fully tinted in black. They then got off the bus and committed the crime the gathered and left Shanghai together by car."
98,1136,ifeng0812.news.49767937_0,作案过程中犯罪嫌疑人往往以一幢楼为单位，采用外墙攀爬，撬断防盗窗栅栏的方式从上至下“扫楼式”盗窃。,"Crime in the course of the suspect is often a building as a unit, the use of external climbing, breaking the security fences from the top to the bottom of the ""sweeping"" theft.","When committing crime, a suspect often regards a building as a unit, climbs up via the external wall, breaks the fence, and steals ""floor by floor"" from top to bottom.","In the process of committing crimes, criminals used the building wall to climb and cut off the anti-theft window fences from top to bottom to enter the building and ""steal everything""."
98,1137,ifeng0812.news.49767937_0,日前，该涉案犯罪嫌疑人已被徐汇公安分局移送徐汇区检察院审查起诉。,"A few days ago, the suspect in the case has been transferred by the Xuhui Public Security Bureau to the Xuhui District Prosecutor's Office for examination and prosecution.",The suspect has been transferred to the Xuihui District Procuratorate by the Xuhui public security branch for review and prosecution.,"Recently, the suspect involved in the case has been transferred to the Xuhui District Public Prosecutor's Office for review and prosecution by the Xuhui Public Security Bureau."
98,1138,ifeng0812.news.49767937_0,警方提醒广大市民群众，外出时务必锁好家中门窗，对于防盗窗的选择，建议市民群众应当选择材质较硬的钢材。,"Police remind the general public that they must lock their doors and windows when they go out. For the choice of anti-theft windows, members of the public are advised to choose steel with stronger materials.","The police reminded the public to lock the doors and windows of their homes properly before going out. As for the choice of burglar-proof windows, the public were advised to choose steel of a harder material.","The police reminded the general public that when they go out, it is imperative to lock the doors and windows at home. When choosing anti-theft windows, it is recommended that the public should choose ones made of steel which is harder."
99,1139,ifeng0812.news.49767990_0,据中国之声《新闻晚高峰》报道，8月下旬，日本首相安倍晋三将赴肯尼亚出席第六届非洲开发会议。,"In late August, Japanese Prime Minister Shinzo Abe will travel to Kenya to attend the sixth African Development Conference, according to the Voice of China's Newsnight Summit.","According to Evening Peak News of Voice of China, Shinzō Abe, Prime Minister of Japan, will attend the Sixth Tokyo International Conference on African Development to be held in Kenya at the end of August.",
99,1140,ifeng0812.news.49767990_0,非洲开发会议由日本主导，此前的五次会议均是在日本东京或者横滨举行，因此，本次会议也将是首次移师非洲。,"The Conference on African Development, led by Japan, will also be the first to move to Africa, as all five previous meetings have been held in Tokyo or Yokohama, Japan.",The Conference of Africa's Development is organized by Japan. The first five sessions of this Conference were held in the Japanese cities of Tokyo or Yokohama. This will therefore be the first session of the Conference held in Africa.,
99,1141,ifeng0812.news.49767990_0,日本外务省官员就此表示，在非洲当地召开会议有助于引起非洲和欧洲各国对日本的关注。,"In this regard, Japanese Foreign Ministry officials said that local meetings in Africa to help draw the attention of African and European countries to Japan.","As regards this, an official of the Ministry of Foreign Affairs of Japan said that convening a conference locally in Africa helps attract the attention of African and European nations with regard to Japan.",
99,1142,ifeng0812.news.49767990_0,为了配合安倍晋三的此次出访，据共同社消息，日本自民党将向相关各国派遣议员团。,"To coincide with Abe's trip, the Liberal Democratic Party of Japan will send parliamentary groups to relevant countries, according to Kyodo news agency.","To support Shinzo Abe's visit, reports from Kyodo News said that the Liberal Democratic Party of Japan will be sending representative delegations to various countries.",
99,1143,ifeng0812.news.49767990_0,日本“入常”之路始于上世纪90年代初，而由日本发起的非洲开发会议同样始于1993年，这不是巧合！,"It is no coincidence that Japan's path to ""business as usual"" began in the early 1990s, while the African Development Conference, initiated by Japan, also began in 1993!","Japan's path to ""become a permanent member"" began in the early 1990s, and the Tokyo International Conference on African Development hosted by Japan began in 1993 as well; this was by no means a coincidence!",
99,1144,ifeng0812.news.49767990_0,非洲在联合国拥有53个席位，是联合国的重要票仓，日本要想“入常”，又怎么会舍弃非洲？,"With 53 seats in the United Nations, Africa is an important vote holder of the United Nations. How can Japan abandon Africa if it wants to become a permanent member of the United Nations?","African countries occupy 53 seats in the United Nations, making the continent an important source of votes in the UN. If Japan wants to enter the Permanent Security Council, it cannot afford to forget Africa.",
99,1145,ifeng0812.news.49767990_0,还将与各国相关人士就极端组织“伊斯兰国”及恐怖活动对策交换意见。,It will also exchange views with relevant people from various countries on the extremist group Islamic State and the response to terrorist activities.,"Opinions regarding the extremist ""Islamic State"" organization and terrorist activities were also exchanged with relevant representatives from various countries.",
99,1146,ifeng0812.news.49767990_0,“西部组”将访问塞拉利昂、利比里亚、几内亚比绍等7个国家。,"The ""Western Group"" will visit Sierra Leone, Liberia, Guinea-Bissau and seven other countries.","The ""western division"" shall visit 7 countries such as Sierra Leone, Liberia, and Guinea-Bissau.",
99,1147,ifeng0812.news.49767990_0,日本外相岸田文雄近来也在联合国安理会上就此次非洲开发会议说明了意图。,Japanese Foreign Minister Fumio Kishida recently stated his intention on the African Development Conference at the United Nations Security Council.,The Japanese foreign minister Fumio Kishida also disclosed his aims during this session of conference on African development at the United Nations Security Council meeting.,
99,1148,ifeng0812.news.49767990_0,安倍曾在此间宣布，为了撒哈拉沙漠以南非洲国家的稳定，将在5年内提供1000亿日元（约合人民币61亿元）的援助。,Abe announced here that he would provide 100 billion yen (6.1 billion yuan) in aid over five years for the sake of stability in sub-Saharan African countries.,"During this period, Abe announced that in order to ensure stability to sub-Saharan African countries, Japan will provide an aid of 100 billion Japanese Yen (approximately equivalent to 6.1 billion RMB) across a period of 5 years.",
99,1149,ifeng0812.news.49767990_0,观察人士普遍认为，一直以来，日本对非洲的慷慨主要有两个目的：一是增加日本在非洲的存在感；二是争取在入常问题上赢得非洲国家的支持。,Observers generally agree that Japan's generosity toward Africa has always had two main purposes: to increase Japan's sense of presence in Africa; and to try to win support from African countries on the issue of membership.,"Observers generally believe that there are two main objectives for Japan's generosity to Africa all this time: The first is to increase Japan's existence in Africa, and the second is to win the support of African nations for its bid to become a permanent member of the UN Security Council.",
99,1150,ifeng0812.news.49767990_0,日本问题专家杨伯江分析称，“从政治方面，非洲虽然相对发展滞后，但是国家数量比较多，所以日本一向把它视为所谓的‘大票田’。”,"""Politically, Africa is relatively underdeveloped, but it has a large number of countries, so Japan has always regarded it as the so-called 'big vote field,'"" said Yang Bojiang, an expert on Japan.","Yang Bojiang, an expert on Japan-related issues, analyzed and concluded, ""From a political perspective, Africa may lag in terms of development on a relative basis, but it has a large number of countries. Japan has always regarded it as a 'major source of votes'.""",
99,1151,ifeng0812.news.49767990_0,今后日本是不会放弃的，对于非洲的工作也不会就此终止，会不断加强。,"Japan will not give up in the future, and its work on Africa will not stop there, and it will continue to be strengthened.","In the future, Japan will not be abandoning this. They will continue to strengthen their work in Africa and will not give it up.",
99,1152,ifeng0812.news.49767990_0,经济方面，因为日本的生产能力比较强，但是国内市场相对有限，特别是目前在少子老龄化背景下，内需相对比较低迷。,"On the economic front, because Japan's production capacity is relatively strong, but the domestic market is relatively limited, especially in the context of the aging of children, domestic demand is relatively low.","In terms of economy, Japan has stronger production capacity, but its domestic market is somewhat limited, especially given the low birth rate and aging population that have resulted in a comparatively low internal demand.",
99,1153,ifeng0812.news.49767990_0,不过，从10年前的小泉纯一郎，到10年后的安倍，其间，日本曾多次发起的入常“冲刺”，却均铩羽而归。,"However, from Junichiro Koizumi 10 years ago to Abe 10 years later, Japan has repeatedly launched the ""sprint"" of joining the club, but all have failed.","However, from Junichiro Koizumi 10 years ago to Abe 10 years later, Japan has initiated several ""dashing attempts"" to enter the UN Permanent Security Council, all of which has ended in failure.",
99,1154,ifeng0812.news.49767990_0,日本问题专家杨伯江认为，日本入常意图一目了然，但入常之路势必困难重重。,"According to Yang Bojiang, an expert on Japan, Japan's intention to join the WTO is clear at a glance, but the road to becoming a permanent member is bound to be very difficult.","Japan specialist Yang Bojiang believed that Japan's intent to become a permanent member was crystal clear, but the path to becoming a permanent member would be difficult.",
99,1155,ifeng0812.news.49767990_0,日本要实现自己的目标，首先要和周边国家搞好关系，其中，无论在地缘政治争夺还是在民族争端以及历史认识问题上，日本需要有一个正确的态度。,"To achieve its goal, Japan must first establish good relations with its neighboring countries, in which it needs to have a correct attitude, whether in geopolitical rivalries or in ethnic disputes and issues of historical understanding.","To achieve its own objectives, Japan must first build good relations with neighboring countries. In particular, whether in terms of geopolitical contention, national disputes or historical understanding, Japan must have the correct attitude.",
100,1156,ifeng0812.news.49768151_0,海口海事法院凌晨立案确保临高渔船沉没事件当事人权益,Haikou Maritime Court opened a case in the early hours of the morning to ensure the rights and interests of the parties involved in the sinking of a fishing boat,The Haikou Maritime Court put the case on record early morning to ensure the rights of the parties concerned with the sinking of the Lingao fishing boat,Haikou Maritime Court Sets the Case in the Morning to Ensure the Rights and Interests of the Clients of the Shenggao Fishing Boat.
100,1157,ifeng0812.news.49768151_0,3名身亡船员的亲属于8月7日凌晨4点赶赴海口海事法院，提起诉前财产保全扣押涉嫌肇事货轮的申请。,The relatives of the three deceased crew members rushed to the Haikou Maritime Court at 4 a.m. on 7 August to file an application for the seizure of the suspected hit-and-run cargo ship for property preservation before prosecution.,Relatives of the three sailors who perished arrived at the Haikou Maritime Court at 4am on August 7 to file an application for property preservation before prosecution to detain the vessel suspected of causing the accident.,"The family members of the 3 crew member who lost their lives, made their way quickly to the Haikou Maritime Court at 4 am on August 7th to file an application to seize the cargo vessels that were involved in the accident before the trial in court. "
100,1158,ifeng0812.news.49768151_0,4日事发后，涉嫌肇事货轮被海事局扣押于海口秀英港协助调查。,"4 after the incident, the suspected hit-and-run cargo ship was detained by the Maritime Administration in Haikou Xiuying Port to assist in the investigation.","After the incident on the 4th day, the cargo freighter suspected for the cause of the accident was detained by the Maritime Safety Administration at Haikou Xiuying Port to support the investigation.","After the incident on the 4th, the suspected cargo ship was detained by the Maritime Affairs Bureau at Xiuying Port in Haikou to assist with the investigation."
100,1159,ifeng0812.news.49768151_0,鉴于海事局72小时扣押期限于8月7日上午9点届满，遇难者亲属于7日凌晨向法院提起财产保全申请。,"In view of the expiration of the 72-hour detention period of the Maritime Administration at 9 a.m. on 7 August, relatives of the victims filed an application for property preservation with the court in the early hours of 7 August.",The Maritime Safety Administration's 72-hour detention period lapsed at 9am on August 7. Relatives of victims filed their applications for property preservation with the Court in the early hours on the 7th.,"Since the 72-hour detainment period of the MSA was only until 9:00 am on August 7, the victim's relatives filed an application for asset detainment in the court early morning on the 7th."
100,1160,ifeng0812.news.49768151_0,凌晨4点20分，申请人提起诉前财产保全，值班法警耐心接待。,"At 4: 20 a.m., the applicant filed an application for pre-indictment property preservation and was patiently received by the judicial police on duty.","At 4:20am, the applicants filed for property preservation before the prosecution. Bailiffs on duty received them patiently.","At 4:20 in the morning, the claimant filed a lawsuit before the property was filed, and was diligently accepted by the court police."
101,1161,ifeng0812.news.49768242_0,本期大讲坛由山东大学政治与公共管理学院常务副院长曹现强教授主持。,"The forum was presided over by Professor Cao Xianqiang, Executive Vice President of the School of Politics and Public Administration of Shandong University.","Professor Cao Xianqiang, Vice Dean of the School of Political Science and Public Administration at Shandong University, will preside over the Forum.",
101,1162,ifeng0812.news.49768242_0,世界经济全球化、一体化对执政能力带来哪些挑战?,What challenges does the globalization and integration of the world economy bring to the ability to govern?,What challenges will globalization and integration of the world economy pose to governance capabilities?,
101,1163,ifeng0812.news.49768242_0,国家治理如何适应变化的世界?,How does national governance adapt to a changing world?,How should national governance adapt to the changing world?,
101,1164,ifeng0812.news.49768242_0,"届时,范德尚将对上述问题进行全方位的剖析。","At that time, van der Sar will be a comprehensive analysis of these issues.","At this time, Fan Deshang will provide an extensive analysis of the aforementioned issues.",
101,1165,ifeng0812.news.49768242_0,"范德尚系北京大学法学博士,北京大学全球治理研究中心副主任兼秘书长,曾任美国康奈尔大学驻北京办公室主任。",He is the Associate Director and Secretary General of the Center for Global Governance Studies of Peking University and former Director of the Beijing Office of Cornell University.,"Fan Deshang is a Juris Doctor of Peking University, vice director and general secretary of the Peking University Global Governance Research Center, and director of the Cornell University Office in Beijing.",
101,1166,ifeng0812.news.49768242_0,"目前研究内容主要集中在全球政治、经济、科技、文化宗教等领域的深刻变化,以及这些变化对国家治理、领导力、全球治理带来的机遇和挑战。","The current research focuses on the profound changes in global politics, economy, science and technology, culture and religion, and the opportunities and challenges that these changes bring to national governance, leadership and global governance.","Current research contents primarily focus on substantial changes to global politics, economy, technology, cultural religions, and the like, and how these changes provide opportunities and challenges for national administration, leadership, and global governance.",
102,1167,ifeng0812.news.49768271_0,传统习俗引入新亮点“2016盂兰文化节”香港维园开幕,"Traditional customs introduce new bright spot ""2016 Ullambana Cultural Festival"" Hong Kong Victoria Park opening",Traditional customs with new highlights - 2016 Ullam Cultural Festival unveiled at Victoria Park in Hong Kong,"A new highlight featuring the new and old. ""2016 Yulan Cultural Festival"" held in Victoria Park."
102,1168,ifeng0812.news.49768271_0,敲锣打鼓的音乐、传统的小食、花俏的装饰、人群汹涌的现场。,"Gongs and drums music, traditional snacks, fancy decorations, the crowd surging scene.","Music with drums and gongs, traditional snacks, fanciful decorations, and a chock-a-block crowd at the scene.","There will be drum music, traditional snacks, fancy decorations, and crowds of people."
